AUC,treatment,non_treatment
0.6166057878131611,0.25265924086537217,0.2189331615794666
0.6166057878131611,0.2995471979333845,0.29042962024539287
0.6166057878131611,0.32226582368228157,0.31439352135591936
0.6166057878131611,0.3425427184977584,0.33795191864782514
0.6166057878131611,0.35740363854289237,0.3528347134856752
0.6166057878131611,0.3642764131552655,0.36540019422460135
