AUC,treatment,non_treatment
0.6132962136238772,0.2548924600029042,0.21492555572579092
0.6132962136238772,0.3000594094593118,0.29234573904720096
0.6132962136238772,0.32457965462730354,0.31412353198544596
0.6132962136238772,0.34581585728981856,0.3361344228671824
0.6132962136238772,0.36268386573808575,0.3543866988127677
0.6132962136238772,0.36786807632506147,0.3654277045971718
