lambda,base_score,base_score_actual,new_score
0.0,5.541352576018394,4.461898611559573,4.60173643083838
0.2,5.655547479475473,4.9387471746851785,5.088331958405613
0.4,6.01188932068358,5.415595737810784,5.558017045312181
0.6,6.547752088614981,5.892444300936391,5.999209671178415
0.8,7.0183358936376825,6.369292864061996,6.567597488952772
1.0,7.704786539582656,6.846141427187601,6.735537172969912
