no,yes
-0.07226265221834183,2.280752188248843
-0.9920686483383179,5.658279357100289
-1.6929593711041524,1.3595161437988281
5.7739949226379395,-11.59497739081749
5.866493225097656,-7.778026191544484
7.203878402709961,-2.927653477052548
2.866374969482422,-0.5520760749676528
-21.204683578971277,0.9655666351318359
-0.27425488989631686,6.000227451324463
3.378709554672241,30.831232156503248
12.911117553710938,34.55551816769339
-2.5003676414489746,-0.17354961357917786
5.493264198303223,-27.167768602737567
24.15402336329281,2.284757137298584
-7.231269074432605,5.1495208740234375
0.1357300877571106,-0.36011774648923733
25.149939995037865,4.236584663391113
-17.168243377759165,7.351667404174805
-9.281571270646943,5.166382789611816
22.1372344057845,8.533706665039062
-12.98546019890287,15.642712593078613
15.001542091369629,40.97908906412147
-16.779931945993802,8.981243133544922
14.677642822265625,-6.65621350643465
-3.6036853282286074,0.2591385841369629
0.5634254813194275,-7.669172745753237
3.3100221157073975,-1.6778868157491518
1.5538872741369056,0.9636632800102234
21.009424209594727,2.106399056040633
1.5706812143325806,-0.7942464620650682
3.83380389213562,-0.7599474514325082
-11.690895642578365,19.111787796020508
26.968088730150694,11.526083946228027
7.648898124694824,-9.333296962954861
11.773393630981445,-67.21819254838954
55.723692250917715,8.175674438476562
-3.0097443890838678,4.259095668792725
-6.891252130234518,0.14830362796783447
5.8775763511657715,-7.867756649878933
-8.227048260827097,12.92750072479248
2.360987663269043,-0.9183523194283292
-11.404987229823789,11.72907543182373
19.404212951660156,-7.3364069127756295
-2.086561903552668,0.7762643694877625
37.57985394873137,19.878026962280273
-11.94302590807537,15.829476356506348
-0.06600759530017664,2.0323309898376465
2.364108085632324,-4.5890429513881905
-0.5535689802505768,2.1735875606536865
-1.1865104865146288,2.468684673309326
-70.39508066246498,18.846691131591797
1.9494357109069824,-2.927369628010519
14.176556587219238,-20.27859998439071
-1.580369234085083,-5.908906071318999
-0.26858237102350946,2.201223373413086
-24.61650131898333,10.599685668945312
-0.0600481778383255,0.05943211626351527
13.490076065063477,19.42244154483582
3.5886573791503906,-8.281369623800565
0.853197017244621,-1.697856068611145
78.46394219521407,2.5608713626861572
67.01044264459108,5.596588611602783
0.46876290440559387,-0.2856146899907672
-5.6784499072198145,2.998885154724121
-1.673468732965011,3.414407253265381
16.52419498081285,2.5282235145568848
14.9446382522583,5.901724237391426
-4.4608593948036965,2.4902594089508057
0.6087054014205933,-1.308562608627431
3.3156673908233643,62.18221831031852
-48.09786600920778,5.128192901611328
8.316680908203125,48.08617415281145
8.298346519470215,-0.5129494700288295
8.516509056091309,30.683717642102653
-3.1227625880611116,1.4197345972061157
1.6221786737442017,0.13384236834741503
2.3637826442718506,-1.900259047120838
0.1243712455034256,-2.294983836602645
6.529465198516846,6.033015298924397
3.2063724994659424,-10.377682669717544
3.8187320232391357,23.051403795312375
5.719995021820068,0.13932695555712904
14.487627029418945,-0.777529074361837
1.0070875883102417,-1.0319884013940586
-2.70191193470055,1.2315747737884521
0.9287503361701965,5.6377498941376505
